AirlineID,Name,Alias,IATA,ICAO,Country
2871,Inter Air,\N,,ITW,Bulgaria
2872,Inter Express,\N,,INX,Turkey
2873,Inter Islands Airlines,\N,H4,IIN,Cape Verde
2874,Inter RCA,\N,,CAR,Central African Republic
2875,Inter Tropic Airlines,\N,,NTT,Sierra Leone
2876,Inter-Air,\N,,ITA,United States
2877,Inter-Canadian,\N,,ICN,Canada
2878,Inter-Island Air,\N,,UGL,United States
2879,Inter-Mountain Airways,\N,,IMA,United States
2880,Inter-State Aviation,\N,,ITS,United States
2881,Interair South Africa,\N,D6,ILN,South Africa
2882,Interaire,\N,,NTE,Mexico
2883,Interavia Airlines,\N,ZA,SUW,Russia
2884,Interaviatrans,\N,,IVT,Ukraine
2885,Intercontinental de Aviaci,\N,RS,ICT,Colombia
2886,Intercopters,\N,,ICP,Spain
2887,Interflight,\N,,IFT,United Kingdom
2888,Interflight (Learjet),\N,,IJT,United Kingdom
2889,Interfly,\N,,RFL,Italy
2890,Interfreight Forwarding,\N,,IFF,Sudan
2891,Interguide Air,\N,,IGN,Nigeria
2892,Interisland Airlines,\N,,ISN,Philippines
2893,Interisland Airways Limited,\N,,IWY,Turks and Caicos Islands
2894,Interjet,\N,,MTF,Italy
2895,Interjet Helicopters,\N,,IHE,Greece
2896,Interlink Airlines,\N,ID,ITK,South Africa
2897,International Air Cargo Corporation,\N,,IAK,Egypt
2898,International Air Corporation,\N,,EXX,United States
2899,International Air Service,\N,,IAS,United States
2900,International Air Services,\N,,IAX,Liberia
2901,International Business Air,\N,6I,IBZ,Sweden
2902,International Business Aircraft,\N,,IBY,United States
2903,International Charter Services,\N,,ICS,Mexico
2904,International Charter Xpress,\N,,ICX,United States
2905,International Committee of the Red Cross,\N,,RED,Switzerland
2906,International Company for Transport,\N,,IIG,ALDAWLYH AIR
2907,International Flight Training Academy,\N,,IFX,United States
2908,International Jet Aviation Services,\N,,IJA,United States
2909,International Jet Charter,\N,,HSP,United States
2910,International SOS WIndhoek,\N,,RSQ,Namibia
2911,International Sabilisation Assistance Force,\N,,ISF,United Kingdom
2912,International Security Assistance Force,\N,,THN,Canada
2913,International Trans-Air,\N,,ITH,Nigeria
2914,Interport Corporation,\N,,IPT,United States
2915,Intersky,\N,,IKY,Bulgaria
2916,Intersky,\N,3L,ISK,Austria
2917,Interstate Airline,\N,I4,FWA,Netherlands
2918,Intervuelos,\N,,ITU,Mexico
2919,Inversija,\N,,INV,Latvia
2920,Iona National Airways,\N,,IND,Ireland
2921,Iowa Airways,\N,,IOA,United States
2922,Iran Air,\N,IR,IRA,Iran
2923,Iran Aseman Airlines,\N,EP,IRC,Iran
2924,Iranair Tours,\N,,IRB,Iran
2925,Naft Air Lines,\N,,IRG,Iran
2926,Iraqi Airways,\N,IA,IAW,Iraq
2927,Irbis Air,\N,,BIS,Kazakhstan
2928,Irish Air Corps,\N,,IRL,Ireland
2929,Irish Air Transport,\N,,RDK,Ireland
2930,Irish Aviation Authority,\N,,XMR,Ireland
2931,Irtysh Airlines,\N,,IRT,Uzbekistan
2932,Irving Oil,\N,,XIA,Canada
2933,Irving Oil Transport,\N,,KCE,Canada
2934,Island Air,\N,,ISI,Mexico
2935,Island Air Charters,\N,,ILF,United States
2936,Island Air Express,\N,,XYZ,United States
2937,Island Airlines,\N,IS,,United States
2938,Island Aviation,\N,,SOY,Philippines
2939,Island Aviation Services,\N,,DQA,Maldives
2940,Island Aviation and Travel,\N,,IOM,United Kingdom
2941,Island Express,\N,2S,SDY,United States
2942,Cargo Plus Aviation,\N,8L,CGP,United Arab Emirates
2943,Island Helicopters,\N,,MTP,United States
2944,Island Link,\N,,ILC,Japan
2945,Islandair Jersey,\N,,IAJ,United Kingdom
2946,Islands Nationair,\N,CN,,Papua New Guinea
2947,Icebird Airline,\N,,ICB,Iceland
2948,Islas Airways,\N,IF,ISW,Spain
2949,Isle Grande Flying School,\N,,IGS,United States
2950,Islena De Inversiones,\N,WC,ISV,Honduras
2951,Isles of Scilly Skybus,\N,,IOS,United Kingdom
2952,Israel Aircraft Industries,\N,,IAI,Israel
2953,Israeli Air Force,\N,,IAF,Israel
2954,Israir,\N,6H,ISR,Israel
2955,Istanbul Airlines,\N,,IST,Turkey
2956,Itali Airlines,\N,9X,ACL,Italy
2957,Italy First,\N,,IFS,Italy
2958,Itek Air,\N,GI,IKA,Kyrgyzstan
2959,Ivoire Aero Services,\N,,IVS,Ivory Coast
2960,Ivoire Airways,\N,,IVW,Ivory Coast
2961,Ivoire Jet Express,\N,,IJE,Ivory Coast
2962,Iwamoto Crane Co Ltd,\N,,OIC,Japan
2963,Ixair,\N,,IXR,France
2964,Izair,\N,H9,IZM,Turkey
2965,Izhavia,\N,,IZA,Russia
2966,J C Bamford (Excavators),\N,,JCB,United Kingdom
2967,J P Hunt Air Carriers,\N,,RFX,United States
2968,J-Air,\N,,JLJ,Japan
2969,JAL Express,\N,JC,JEX,Japan
2970,JALways,\N,JO,JAZ,Japan
2971,JDAviation,\N,,JDA,United Kingdom
2972,JDP Lux,\N,,JDP,Luxembourg
2973,JHM Cargo Expreso,\N,,JHM,Costa Rica
2974,JM Family Aviation,\N,,TQM,United States
2975,JMC Airlines,\N,,JMC,United Kingdom
2976,JSC Transport Automated Information Systems,\N,1M,,Russia
2977,JS Air,\N,,JSJ,Pakistan
2978,JS Aviation,\N,,JES,Mexico
2979,Jackson Air Services,\N,,JCK,Canada
2980,Jade Cargo International,\N,,JAE,China
2981,Jamahiriya Airways,\N,,JAW,Libya
2982,Jambo Africa Airlines,\N,,JMB,Democratic Republic of Congo
2983,Jana-Arka,\N,,JAK,Kazakhstan
2984,Janair,\N,,JAX,United States
2985,Japan Air Commuter,\N,,JAC,Japan
2986,Japan Aircraft Service,\N,,JSV,Japan
2987,Japan Airlines,JAL Japan Airlines,JL,JAL,Japan
2988,Japan Airlines Domestic,\N,JL,JAL,Japan
2989,Japan Asia Airways,\N,EG,JAA,Japan
2990,Japan Transocean Air,\N,NU,JTA,Japan
2991,Jat Airways,\N,JU,JAT,Serbia
2992,Jatayu Airlines,\N,VJ,JTY,Indonesia
2993,Jazeera Airways,\N,J9,JZR,Kuwait
2994,Jeju Air,\N,7C,JJA,Republic of Korea
2995,Jenney Beechcraft,\N,,JNY,United States
2996,Jeppesen Data Plan,\N,,XLD,United States
2997,Jeppesen UK,\N,,JPN,United Kingdom
2998,Jet Air,\N,,JEA,Poland
2999,Jet Air Group,\N,,JSI,Russia
3000,Jet Airways,\N,9W,JAI,India
3001,Jet Airways,\N,QJ,,United States
3002,Jet Aspen Air Lines,\N,,JTX,United States
3003,Jet Aviation,\N,,PJS,Switzerland
3004,Jet Aviation Business Jets,\N,,BZF,United States
3005,Jet Center Flight Training,\N,,JCF,Spain
3006,Jet Charter,\N,,JCT,United States
3007,Jetclub,\N,0J,,Switzerland
3008,Jet Connection,\N,,JCX,Germany
3009,Jet Courier Service,\N,,DWW,United States
3010,Jet East International,\N,,JED,United States
3011,Jet Executive International Charter,\N,,JEI,Germany
3012,Jet Fighter Flights,\N,,RZA,Australia
3013,Jet Freighters,\N,,CFT,United States
3014,Jet G&D Aviation,\N,,JGD,Israel
3015,Jet Line International,\N,,MJL,Moldova
3016,Jet Link,\N,,JEK,Israel
3017,Jet Link Aviation,\N,,HTL,United States
3018,Jet Norte,\N,,JNR,Mexico
3019,Jet Rent,\N,,JRN,Mexico
3020,Jet Service,\N,,JDI,Poland
3021,Jetstar Asia Airways,\N,3K,JSA,Singapore
3022,Jet Stream,\N,,JSM,Moldova
3023,Jet Trans Aviation,\N,,JTC,Ghana
3024,Jet-2000,\N,,JTT,Russia
3025,Jet-Ops,\N,,OPS,United Arab Emirates
3026,Jet2.com,\N,LS,EXS,United Kingdom
3027,Jet4You,,8J,JFU,Morocco
3028,JetAfrica Swaziland,\N,,OSW,Swaziland
3029,JetBlue Airways,\N,B6,JBU,United States
3030,JetConnect,\N,,QNZ,New Zealand
3031,JetMagic,\N,,JMG,Ireland
3032,Jetairfly,\N,JF,JAF,Belgium
3033,Jetall Holdings,\N,,JTL,Canada
3034,Jetalliance,\N,,JAG,Austria
3035,Jetclub,\N,0J,JCS,Switzerland
3036,Jetcorp,\N,,UEJ,United States
3037,Jetcraft Aviation,\N,,JCC,Australia
3038,Jetex Aviation,\N,,JXA,Lebanon
3039,Jetflite,\N,,JEF,Finland
3040,Jetfly Airlines,\N,,JFL,Austria
3041,Jetgo International,\N,,JIC,Thailand
3042,Jetlink Express,\N,,JLX,Kenya
3043,Jetlink Holland,\N,,JLH,Netherlands
3044,Jetnova de Aviacion Ejecutiva,\N,,JNV,Spain
3045,Jetpro,\N,,JPO,Mexico
3046,Jetran Air,\N,,MDJ,Romania
3047,Jetrider International,\N,,JRI,United Kingdom
3048,Jets Ejecutivos,\N,,JEJ,Mexico
3049,Jets Personales,\N,,JEP,Spain
3050,Jets Y Servicios Ejecutivos,\N,,JSE,Mexico
3051,JetsGo,\N,SG,JGO,Canada
3052,Jetstar Airways,\N,JQ,JST,Australia
3053,Jetstream Air,\N,,JSH,Hungary
3054,Jetstream Executive Travel,\N,,JXT,United Kingdom
3055,Jett Paqueteria,\N,,JPQ,Mexico
3056,Jett8 Airlines Cargo,\N,JX,JEC,Singapore
3057,Jettime,\N,,JTG,Denmark
3058,Jettrain Corporation,\N,,JTN,United States
3059,Jetways of Iowa,\N,,JWY,United States
3060,Jetx Airlines,\N,GX,JXX,Iceland
3061,Jibair,\N,,JIB,Djibouti
3062,Jigsaw Project,\N,,JSW,United Kingdom
3063,Jim Hankins Air Service,\N,,HKN,United States
3064,Jim Ratliff Air Service,\N,,RAS,United States
3065,Joanas Avialinijos,\N,,JDG,Lithuania
3066,Job Air,\N,,JBR,Czech Republic
3067,Johnson Air,\N,,JHN,United States
3068,Johnsons Air,\N,,JON,Ghana
3069,Johnston Airways,\N,,JMJ,United States
3070,Joint Military Commission,\N,,JMM,Sudan
3071,Jomartaxi Aereo,\N,,JMT,Mexico
3072,Jonsson,\N,,ODI,ODINN
3073,Jordan Aviation,\N,R5,JAV,Jordan
3074,Jordan International Air Cargo,\N,,JCI,Jordan
3075,Jorvik,\N,,JVK,Iceland
3076,Ju-Air,\N,,JUR,Switzerland
3077,Juanda Flying School,\N,,JFS,Indonesia
3078,Juba Cargo Services & Aviation Company,\N,,JUC,Sudan
3079,Jubba Airways,\N,,JUB,Somali Republic
3080,Jubilee Airways,\N,,DKE,United Kingdom
3081,Juneyao Airlines,\N,HO,DKH,China
3082,Justair Scandinavia,\N,,MEY,Sweden
3083,Justice Prisoner and Alien Transportation System,\N,,DOJ,United States
3084,K D Air Corporation,\N,,KDC,Canada
3085,K S Avia,\N,,KSA,Latvia
3086,K-Mile Air,\N,,KMI,Thailand
3087,KD Avia,\N,KD,KNI,Russia
3088,KLM Cityhopper,\N,WA,KLC,Netherlands
3089,KLM Helicopter,\N,,KLH,Netherlands
3090,KLM Royal Dutch Airlines,\N,KL,KLM,Netherlands
3091,Kabo Air,\N,N2,QNK,Nigeria
3092,Kahama Mining Corporation,\N,,KMC,Tanzania
3093,Kaiser Air,\N,,KAI,United States
3094,Kalitta Air,\N,K4,CKS,United States
3095,Kalitta Charters,\N,,KFS,United States
3096,Kallat El Saker Air Company,\N,,KES,Libya
3097,Kam Air,\N,RQ,KMF,Afghanistan
3098,Kampuchea Airlines,\N,E2,KMP,Cambodia
3099,Kanaf-Arkia Airlines,\N,,KIZ,Israel
3100,Kanfey Ha'emek Aviation,\N,,KHE,Israel
3101,Kansas State University,\N,,KSU,United States
3102,Karat,\N,V2,AKT,Russia
3103,Karibu Airways Company,\N,,KRB,Tanzania
3104,Karlog Air Charter,\N,,KLG,Denmark
3105,Karthago Airlines,\N,,KAJ,Tunisia
3106,Kartika Airlines,\N,,KAE,Indonesia
3107,Kata Transportation,\N,,KTV,Sudan
3108,Katekavia,\N,,KTK,Russia
3109,Kato Airline,\N,,KAT,Norway
3110,Kavminvodyavia,\N,KV,MVD,Russia
3111,Kavouras Inc,\N,,XKA,United States
3112,Kaz Agros Avia,\N,,KRN,Kazakhstan
3113,Kaz Air West,\N,,KAW,Kazakhstan
3114,Kazan Aviation Production Association,\N,,KAO,Russia
3115,Kazan Helicopters,\N,,KPH,Russia
3116,Kazavia,\N,,KKA,Kazakhstan
3117,Kazaviaspas,\N,,KZS,Kazakhstan
3118,Keenair Charter -,\N,,JFK,United Kingdom
3119,Kelix Air,\N,,KLX,Nigeria
3120,Kelner Airways,\N,,FKL,Canada
3121,Kelowna Flightcraft Air Charter,\N,,KFA,Canada
3122,Kendell Airlines,\N,,KDA,Australia
3123,Kenmore Air,\N,M5,KEN,United States
3124,Kenn Borek Air,\N,,KBA,Canada
3125,Kent Aviation,\N,,KAH,Canada
3126,Kenya Airways,\N,KQ,KQA,Kenya
3127,Kevis,\N,,KVS,Kazakhstan
3128,Key Airlines,\N,,KEY,United States
3129,Key Lime Air,\N,,LYM,United States
3130,Keystone Aerial Surveys,\N,,FTP,United States
3131,Keystone Air Services,\N,BZ,KEE,Canada
3132,Khalifa Airways,\N,,KZW,Algeria
3133,Kharkov Aircraft Manufacturing Company,\N,,WKH,Ukraine
3134,Khazar,\N,,KHR,Turkmenistan
3135,Khoezestan Photros Air Lines,\N,,KHP,Iran
3136,Khoriv-Avia,\N,,KRV,Ukraine
3137,Khors Aircompany,\N,,KHO,Ukraine
3138,Khyber Afghan Airlines,\N,,KHY,Afghanistan
3139,Kiev Aviation Plant,\N,,UAK,Ukraine
3140,King Aviation,\N,,KNG,United Kingdom
3141,Kingfisher Air Services,\N,,BEZ,United States
3142,Kingfisher Airlines,\N,IT,KFR,India
3143,Knighthawk Air Express,\N,,KNX,Canada
3144,Kingston Air Services,\N,,KAS,Canada
3145,Kinnarps,\N,,KIP,Sweden
3146,Kinshasa Airways,\N,,KNS,Democratic Republic of the Congo
3147,Kirov Air Enterprise,\N,,KTA,Russia
3148,Kish Air,\N,Y9,IRK,Iran
3149,Kitty Hawk Aircargo,\N,,KHA,United States
3150,Kitty Hawk Airways,\N,,KHC,United States
3151,Kiwi International Air Lines,\N,KP,KIA,United States
3152,Knight Air,\N,,KNA,Canada
3153,Knighthawk Express,\N,,KHX,United States
3154,Knights Airlines,\N,,KGT,Nigeria
3155,Koanda Avacion,\N,,KOA,Spain
3156,Koda International,\N,,OYE,Nigeria
3157,Kogalymavia Air Company,\N,7K,KGL,Russia
3158,Kom Activity,\N,,KOM,Netherlands
3159,Komiaviatrans State Air Enterprise,\N,,KMA,Russia
3160,Komiinteravia,,8J,KMV,Russia
3161,Komsomolsk-on-Amur Air Enterprise,\N,,KNM,Russia
3162,Koob-Corp - 96 KFT,\N,,KOB,Hungary
3163,Korean Air,\N,KE,KAL,Republic of Korea
3164,Kosmas Air,\N,,KMG,Serbia
3165,Kosmos,\N,,KSM,Russia
3166,Kosova Airlines,\N,,KOS,Serbia
3167,Kovar Air,\N,,WOK,Czech Republic
3168,Krasnojarsky Airlines,\N,7B,KJC,Russia
3169,Kremenchuk Flight College,\N,,KFC,Ukraine
3170,Krimaviamontag,\N,,KRG,Ukraine
3171,Kroonk Air Agency,\N,,KRO,Ukraine
3172,Krylo Airlines,\N,K9,KRI,Russia
3173,Krym,\N,,KYM,Ukraine
3174,Krystel Air Charter,\N,,OPC,United Kingdom
3175,Kuban Airlines,\N,GW,KIL,Russia
3176,Kunpeng Airlines,\N,VD,KPA,China
3177,Kurzemes Avio,\N,,KZA,Russia
3178,Kustbevakningen,\N,,KBV,Sweden
3179,Kuwait Airways,\N,KU,KAC,Kuwait
3180,Kuzu Airlines Cargo,\N,GO,KZU,Turkey
3181,Kvadro Aero,\N,,QVR,Kyrgyzstan
3182,Kwena Air,\N,,KWN,South Africa
3183,Kyrgyz Airlines,\N,N5,KGZ,Kyrgyzstan
3184,Kyrgyz Trans Avia,\N,,KTC,Kyrgyzstan
3185,Kyrgyzstan,\N,QH,LYN,Kyrgyzstan
3186,Kyrgyzstan Airlines,\N,R8,KGA,Kyrgyzstan
3187,Kyrgyzstan Department of Aviation,\N,,DAM,Kyrgyzstan
3188,Kyrgz General Aviation,\N,,KGB,Kyrgyzstan
3189,Kibris T,\N,KY,KYV,Turkey
3190,L A Helicopter,\N,,LAH,United States
3191,L J Aviation,\N,,LJY,United States
3192,L R Airlines,\N,,LRB,Czech Republic
3193,L&L Flygbildteknik,\N,,PHO,Sweden
3194,L'Express,\N,,LEX,United States
3195,L-3 Communications Flight Internation Aviation,\N,,FNT,United States
3196,L.A.B. Flying Service,\N,JF,LAB,United States
3197,LACSA,\N,LR,LRC,Costa Rica
3198,LADE - Lineas Aereas Del Estado,\N,,LDE,Argentina
3199,LAI - Linea Aerea IAACA,\N,KG,BNX,Venezuela
3200,LAN Airlines,\N,LA,LAN,Chile
3201,LAN Argentina,\N,4M,DSM,Argentina
3202,LAN Cargo,\N,,LCO,Chile
3203,LAN Dominica,\N,,LNC,Dominican Republic
3204,LAN Express,\N,LU,LXP,Chile
3205,LAN Peru,\N,LP,LPE,Peru
3206,LANSA,\N,,LSA,Dominican Republic
3207,LAP Colombia - Lineas Aereas Petroleras,\N,,APT,LAP
3208,LASTP,\N,,OTN,S
3209,LC Busre,\N,,LCB,Peru
3210,LOT Polish Airlines,\N,LO,LOT,Poland
3211,LTE International Airways,\N,XO,LTE,Spain
3212,LTU Austria,\N,L3,LTO,Austria
3213,LTU International,\N,LT,LTU,Germany
3214,LTV Jet Fleet Corporation,\N,,JFC,United States
3215,LUKoil-Avia,\N,,LUK,Russia
3216,La Ronge Aviation Services,\N,,ASK,Canada
3217,La Valenciana Taxi Aereo,\N,,LVT,Mexico
3218,Labcorp,\N,,SKQ,United States
3219,Labrador Airways,\N,,LAL,Canada
3220,Lagun Air,\N,N6,JEV,Spain
3221,Lake Havasu Air Service,\N,,HCA,United States
3222,Lakeland Aviation,\N,,LKL,United States
3223,Laker Airways,\N,,LKR,United States
3224,Laker Airways (Bahamas),\N,,LBH,United States
3225,Lamra,\N,,LMR,Sudan
3226,Lanaes Aereas Trans Costa Rica,\N,,TCR,Costa Rica
3227,Landsflug,\N,,ISL,Iceland
3228,Langtry Flying Group,\N,,PAP,United Kingdom
3229,Lankair,\N,IK,LKN,Sri Lanka
3230,Lanza Air,\N,,LZA,Spain
3231,Lanzarote Aerocargo,\N,,LZT,Spain
3232,Lao Air Company,\N,,LLL,Lao Peoples Democratic Republic
3233,Lao Airlines,\N,QV,LAO,Lao Peoples Democratic Republic
3234,Lao Capricorn Air,\N,,LKA,Lao Peoples Democratic Republic
3235,Laoag International Airlines,\N,L7,LPN,Philippines
3236,Laredo Air,\N,,LRD,United States
3237,LatCharter,\N,,LTC,Latvia
3238,Latvian Air Force,\N,,LAF,Latvia
3239,Lauda Air,\N,NG,LDA,Austria
3240,Lauda Air Italy,\N,,LDI,Italy
3241,Laughlin Express,\N,,LEP,United States
3242,Laus,\N,,LSU,Croatia
3243,Lawrence Aviation,\N,,LAR,United States
3244,Layang-Layang Aerospace,\N,,LAY,Malaysia
3245,Lease-a-Plane International,\N,,LPL,United States
3246,Lebanese Air Transport,\N,LQ,LAQ,Lebanon
3247,Lebanese Air Transport (Charter),\N,,LAT,Lebanon
3248,Lebanon Airport Development Corporation,\N,,LAD,United States
3250,Leconte Airlines,\N,,LCA,United States
3251,Leeward Islands Air Transport,\N,LI,LIA,Antigua and Barbuda
3252,Legend Airlines,\N,,LGD,United States
3253,Leisure Air,\N,,LWD,United States
3254,Lentini Aviation,\N,,LEN,United States
3255,Leo-Air,\N,,LOR,South Africa
3256,Leonsa De Aviacion,\N,,LEL,Spain
3257,Libyan Airlines,\N,,LYW,Libya
3258,Libyan Arab Airlines,\N,LN,LAA,Libya
3259,Libyan Arab Air Cargo,\N,,LCR,Libya
3260,Lid Air,\N,,LIQ,Sweden
3261,Lignes Aeriennes Congolaises,\N,,LCG,Democratic Republic of the Congo
3262,Lignes Aeriennes Du Tchad,\N,,LKD,Chad
3263,Lignes Mauritaniennes Air Express,\N,,LME,Mauritania
3264,Lignes Nationales Aeriennes - Linacongo,\N,,GCB,Republic of the Congo
3265,Lincoln Air National Guard,\N,,GDQ,United States
3266,Lincoln Airlines,\N,,LRT,Australia
3267,Lindsay Aviation,\N,,LSY,United States
3268,Linea Aerea Costa Norte,\N,,NOT,Chile
3269,Linea Aerea Mexicana de Carga,\N,,LMC,Mexico
3270,Linea Aerea SAPSA,\N,L7,LNP,Chile
3271,Linea Aerea de Fumig Aguas Negras,\N,,NEG,Chile
3272,Linea Aerea de Servicio Ejecutivo Regional,\N,8z,LER,Venezuela
3273,Linea De Aeroservicios,\N,,LSE,Chile
3274,Linea Turistica Aerotuy,\N,LD,TUY,Venezuela
3275,Lineas Aereas Alaire S.L.,\N,,ALR,Spain
3276,Lineas Aereas Azteca,\N,ZE,LCD,Mexico
3277,Lineas Aereas Canedo LAC,\N,,LCN,Bolivia
3278,Lineas Aereas Comerciales,\N,,LCM,Mexico
3279,Lineas Aereas Ejectuivas De Durango,\N,,EDD,Mexico
3280,Lineas Aereas Eldorado,\N,,EDR,Colombia
3281,Lineas Aereas Federales,\N,,FED,Argentina
3282,Lineas Aereas Monarca,\N,,LMN,Mexico
3283,Lineas Aereas San Jose,\N,,LIJ,Mexico
3284,Lineas Aereas del Humaya,\N,,UMA,Mexico
3285,Linex,\N,,LEC,Central African Republic
3286,Linhas Aereas Santomenses,\N,,SMS,S
3287,Linhas A,\N,LM,LAM,Mozambique
3288,Link Airways of Australia,\N,,LAW,Australia
3289,Lion Air Services,\N,,WGT,United Kingdom
3290,Lion Mentari Airlines,\N,JT,LNI,Indonesia
3291,Lions-Air,\N,,LEU,Switzerland
3292,Lithuanian Air Force,\N,,LYF,Lithuania
3293,Little Red Air Service,\N,,LRA,Canada
3294,Livingston,\N,LM,LVG,Italy
3295,Lloyd Aereo Boliviano,\N,LB,LLB,Bolivia
3296,Lnair Air Services,\N,,LNA,Spain
3297,Lockheed Air Terminal,\N,,XLG,United States
3298,Lockeed Aircraft Corporation,\N,,LAC,United States
3299,Lockheed DUATS,\N,,XDD,United States
3300,Lockheed Martin Aeronautics,\N,,CBD,United States
3301,Lockheed Martin Aeronautics Company,\N,,LNG,United States
3302,Logan Air,\N,,LOG,United Kingdom
3303,Lom Praha Flying School,\N,,CLV,Czech Republic
3304,Lomas Helicopters,\N,,LMS,United Kingdom
3305,London City Airport Jet Centre,\N,,LCY,United Kingdom
3306,London Executive Aviation,\N,,LNX,United Kingdom
3307,London Flight Centre (Stansted),\N,,LOV,United Kingdom
3308,London Helicopter Centres,\N,,LHC,United Kingdom
3309,Lone Star Airlines,\N,,LSS,United States
3310,Long Island Airlines,\N,,ORA,United States
3311,Longtail Aviation,\N,,LGT,Bermuda
3312,Lorraine Aviation,\N,,LRR,France
3313,Los Cedros Aviacion,\N,,LSC,Chile
3314,Lotus Air,\N,,TAS,Egypt
3315,Luchtvaartmaatschappij Twente,\N,,LTW,Netherlands
3316,Lucky Air,\N,,LKE,China
3317,Luft Carago,\N,,LUT,South Africa
3318,Luftfahrt-Vermietungs-Dienst,\N,,LVD,Austria
3319,Luftfahrtgesellschaft Walter,\N,HE,LGW,Germany
3320,Lufthansa,\N,LH,DLH,Germany
3321,Lufthansa Cargo,\N,LH,GEC,Germany
3322,Lufthansa CityLine,\N,CL,CLH,Germany
3323,Lufthansa Systems,\N,L1,,Germany
3324,Lufthansa Technik,\N,,LHT,Germany
3325,Lufttaxi Fluggesellschaft,,DV,LTF,Germany
3326,Lufttransport,\N,L5,LTR,Norway
3327,Luhansk,\N,,LHS,Ukraine
3328,Lund University School of Aviation,\N,,UNY,Sweden
3329,Luxair,\N,LG,LGL,Luxembourg
3330,Luxaviation,\N,,LXA,Luxembourg
3331,Luxembourg Air Rescue,\N,,LUV,Luxembourg
3332,Luxflight Executive,\N,,LFE,Luxembourg
3333,Luxor Air,\N,,LXO,Egypt
3334,Luzair,\N,,LUZ,Portugal
3335,Lviv Airlines,\N,5V,UKW,Ukraine
3336,Lydd Air,\N,,LYD,United Kingdom
3337,Lynch Flying Service,\N,,LCH,United States
3338,Lynden Air Cargo,\N,L2,LYC,United States
3339,Lynx Air International,\N,,LXF,United States
3340,Lynx Aviation,\N,,LYX,Pakistan
3342,L,\N,MJ,LPR,Argentina
3343,L,\N,,LAU,Colombia
3344,M & N Aviation,\N,,JNH,United States
3345,MAC Fotografica,\N,,MCF,Spain
3346,MANAG'AIR,\N,,MRG,France
3347,MAP-Management and Planung,\N,,MPJ,Austria
3348,MAS Airways,\N,,TFG,United Kingdom
3349,MasAir,\N,M7,MAA,Mexico
3350,MAT Macedonian Airlines,\N,IN,MAK,Macedonia
3351,MCC Aviation,\N,,MCC,South Africa
3352,MG Aviacion,\N,,MGA,Spain
3353,MIA Airlines,\N,,JLA,Romania
3354,MIAT Mongolian Airlines,\N,OM,MGL,Mongolia
3355,MIT Airlines,\N,,MNC,Canada
3356,MK Airline,\N,,MKA,Ghana
3357,MNG Airlines,\N,MB,MNB,Turkey
3358,MSR Flug-Charter,\N,,EBF,Germany
3359,MTC Aviacion,\N,,MCV,Mexico
3360,Mac Aviation,\N,,MAQ,Spain
3361,Mac Dan Aviation Corporation,\N,,MCN,United States
3362,MacKnight Airlines,\N,,MTD,Australia
3363,Macair Airlines,\N,CC,MCK,Australia
3364,Macedonian Airlines,\N,,MCS,Greece
3365,Madina Air,\N,,MDH,Libya
3366,Maersk,\N,DM,,Denmark
3367,Magic Blue Airlines,\N,,MJB,Netherlands
3368,Magna Air,\N,,MGR,Austria
3369,Mahalo Air,\N,,MLH,United States
3370,Mahan Air,\N,W5,IRM,Iran
3371,Mahfooz Aviation,\N,M2,MZS,Gambia
3372,Maine Aviation,\N,,MAT,United States
3373,Majestic Airlines,\N,,MAJ,United States
3374,Mak Air,\N,,AKM,Kazakhstan
3375,Malagasy Airlines,\N,,MLG,Madagascar
3376,Malawi Express,\N,,MLX,Malawi
3377,Malaya Aviatsia Dona,\N,,MKK,Russia
3378,Malaysia Airlines,\N,MH,MAS,Malaysia
3379,Mali Air,\N,,MAE,Austria
3380,Mali Air Express,\N,,VXP,Mali
3381,Mali Airways,\N,,MTZ,Mali
3382,Malila Airlift,\N,,MLC,Democratic Republic of the Congo
3383,Mall Airways,\N,,MLS,United States
3384,Malmo Aviation,\N,,SCW,Sweden
3385,Malmoe Air Taxi,\N,,LOD,Sweden
3386,Malmö Aviation,\N,TF,SCW,Sweden
3387,Malta Air Charter,\N,R5,MAC,Malta
3388,Malta Wings,\N,,MWS,Malta
3389,Malév,\N,MA,MAH,Hungary
3390,Manaf International Airways,\N,,MLB,Burundi
3391,Mandala Airlines,\N,RI,MDL,Indonesia
3392,Mandarin Airlines,\N,AE,MDA,Taiwan
3393,Mango,\N,JE,MNO,South Africa
3394,Manhattan Air,\N,,MHN,United Kingdom
3395,Manitoulin Air Services,\N,,MTO,Canada
3396,Mann Air,\N,,MNR,United Kingdom
3397,Mannion Air Charter,\N,,MAN,United States
3398,Mantrust Asahi Airways,\N,,MTS,Indonesia
3399,Manx Airlines,\N,,MNX,United Kingdom
3400,Maple Air Services,\N,,MAD,Canada
3401,March Helicopters,\N,,MAR,United Kingdom
3402,Marcopolo Airways,\N,,MCP,Afghanistan
3403,Marghi Air,\N,,MGI,Nigeria
3404,Markair,\N,,MRK,United States
3405,Markoss Aviation,\N,,MKO,United Kingdom
3406,Mars RK,\N,6V,MRW,Ukraine
3407,Marshall Aerospace,\N,,MCE,United Kingdom
3408,Marsland Aviation,\N,M7,MSL,Sudan
3409,Martin Aviation Services,\N,,XMA,United States
3410,Martin-Baker,\N,,MBE,United Kingdom
3411,Martinair,\N,MP,MPH,Netherlands
